Train_No,Confirmed,Waiting
7850,Yes,Yes
7851,No,Yes
7852,No,No
7853,No,No
7854,Yes,No
7855,Yes,No
7856,No,Yes
7857,Yes,No
7858,Yes,No
7859,No,Yes
7860,No,Yes
7861,No,No
7862,No,No
7863,Yes,No
7864,Yes,No
7865,Yes,Yes
7866,No,Yes
7867,No,Yes
7868,No,No
7869,No,No
7870,No,Yes
7871,No,Yes
7872,No,No
7873,Yes,Yes
7874,Yes,Yes
7875,Yes,No
7876,No,Yes
7877,No,No
7878,Yes,No
7879,No,No
7880,Yes,No
7881,No,Yes
7882,No,Yes
7883,Yes,No
7884,No,Yes
7885,No,Yes
7886,Yes,No
7887,No,Yes
7888,Yes,No
7889,Yes,No
7890,No,No
7891,Yes,Yes
7892,Yes,Yes
7893,No,Yes
7894,Yes,No
7895,No,No
7896,Yes,Yes
7897,Yes,No
7898,Yes,Yes
7899,Yes,Yes
7900,No,No
7901,Yes,Yes
7902,Yes,Yes
7903,No,Yes
7904,No,No
7905,No,No
7906,No,Yes
7907,No,No
7908,Yes,Yes
7909,Yes,No
7910,No,No
7911,Yes,Yes
7912,Yes,Yes
7913,Yes,Yes
7914,No,Yes
7915,Yes,No
7916,Yes,Yes
7917,Yes,No
7918,No,No
7919,No,Yes
7920,No,Yes
7921,Yes,Yes
7922,No,Yes
7923,Yes,No
7924,No,No
7925,No,No
7926,Yes,Yes
7927,Yes,No
7928,Yes,No
7929,No,No
7930,Yes,No
7931,Yes,Yes
7932,No,No
7933,Yes,Yes
7934,No,No
7935,No,No
7936,No,Yes
7937,No,Yes
7938,Yes,No
7939,No,No
7940,Yes,No
7941,Yes,No
7942,No,No
7943,Yes,No
7944,Yes,No
7945,No,Yes
7946,Yes,No
7947,No,No
7948,No,No
7949,Yes,Yes
7950,Yes,Yes
7951,Yes,No
7952,Yes,Yes
7953,No,Yes
7954,Yes,Yes
7955,Yes,No
7956,No,Yes
7957,No,No
7958,No,No
7959,No,No
7960,Yes,No
7961,Yes,No
7962,Yes,No
7963,Yes,No
7964,No,No
7965,No,Yes
7966,No,No
7967,Yes,Yes
7968,No,Yes
7969,Yes,Yes
7970,No,No
7971,Yes,No
7972,No,No
7973,No,Yes
7974,Yes,No
7975,Yes,Yes
7976,No,Yes
7977,Yes,No
7978,No,No
7979,Yes,No
7980,No,No
7981,Yes,Yes
7982,No,No
7983,Yes,No
7984,No,No
7985,No,Yes
7986,No,No
7987,No,Yes
7988,No,Yes
7989,Yes,Yes
7990,No,No
7991,Yes,No
7992,No,Yes
7993,No,Yes
7994,No,Yes
7995,Yes,No
7996,No,No
7997,No,Yes
7998,Yes,No
7999,No,Yes
8000,Yes,Yes
8001,Yes,Yes
8002,No,No
8003,No,Yes
8004,Yes,No
8005,No,No
8006,No,Yes
8007,Yes,Yes
8008,Yes,No
8009,No,No
8010,Yes,Yes
8011,Yes,Yes
8012,Yes,Yes
8013,Yes,No
8014,Yes,No
8015,Yes,Yes
8016,Yes,Yes
8017,Yes,Yes
8018,No,No
8019,No,Yes
8020,No,No
8021,No,No
8022,No,Yes
8023,Yes,Yes
8024,No,Yes
8025,Yes,Yes
8026,No,Yes
8027,Yes,Yes
8028,No,No
8029,No,No
8030,No,Yes
8031,No,Yes
8032,No,No
8033,Yes,No
8034,Yes,Yes
8035,No,No
8036,Yes,No
8037,No,No
8038,Yes,Yes
8039,Yes,No
8040,Yes,No
8041,No,Yes
8042,No,Yes
8043,Yes,Yes
8044,Yes,Yes
8045,Yes,Yes
8046,Yes,No
8047,Yes,Yes
8048,Yes,Yes
8049,Yes,No
8050,No,Yes
8051,Yes,Yes
8052,Yes,Yes
8053,Yes,Yes
8054,No,Yes
8055,Yes,No
8056,No,Yes
8057,No,Yes
8058,Yes,No
8059,Yes,Yes
8060,No,Yes
8061,Yes,Yes
8062,No,No
8063,Yes,Yes
8064,Yes,Yes
8065,Yes,No
8066,Yes,Yes
8067,No,Yes
8068,Yes,No
8069,Yes,Yes
8070,No,Yes
8071,Yes,Yes
8072,Yes,Yes
8073,No,Yes
8074,Yes,Yes
8075,Yes,Yes
8076,Yes,Yes
8077,Yes,No
8078,No,No
8079,Yes,No
8080,No,Yes
8081,No,No
8082,Yes,Yes
8083,No,No
8084,Yes,No
8085,Yes,Yes
8086,No,No
8087,Yes,Yes
8088,No,Yes
8089,Yes,Yes
8090,No,No
8091,Yes,No
8092,No,Yes
8093,No,No
8094,No,No
8095,Yes,Yes
8096,Yes,Yes
8097,Yes,Yes
8098,No,No
8099,Yes,Yes
8100,Yes,Yes
8101,No,Yes
8102,No,No
8103,No,Yes
8104,Yes,Yes
8105,Yes,No
8106,No,No
8107,Yes,Yes
8108,Yes,No
8109,Yes,No
8110,No,No
8111,No,Yes
8112,No,No
8113,Yes,No
8114,No,No
8115,Yes,No
8116,No,No
8117,Yes,Yes
8118,No,No
8119,No,Yes
8120,Yes,No
8121,Yes,Yes
8122,No,Yes
8123,Yes,No
8124,No,No
8125,No,No
8126,Yes,Yes
8127,Yes,No
8128,Yes,No
8129,Yes,Yes
8130,No,No
8131,Yes,Yes
8132,Yes,No
8133,Yes,Yes
8134,Yes,Yes
8135,Yes,No
8136,No,No
8137,Yes,Yes
8138,Yes,No
8139,Yes,No
8140,No,Yes
8141,Yes,No
8142,Yes,Yes
8143,No,Yes
8144,No,Yes
8145,Yes,Yes
8146,No,No
8147,No,No
8148,No,No
8149,Yes,No
8150,No,No
8151,No,No
8152,Yes,No
8153,No,No
8154,Yes,Yes
8155,Yes,No
8156,No,Yes
8157,Yes,No
8158,No,Yes
8159,Yes,No
8160,No,Yes
8161,Yes,Yes
8162,Yes,No
8163,Yes,Yes
8164,Yes,No
8165,No,Yes
8166,Yes,No
8167,No,Yes
8168,Yes,No
8169,Yes,No
8170,Yes,Yes
8171,No,Yes
8172,No,No
8173,No,No
8174,Yes,Yes
8175,No,Yes
8176,Yes,No
8177,No,Yes
8178,Yes,No
8179,Yes,No
8180,No,Yes
8181,Yes,No
8182,Yes,Yes
8183,No,No
8184,No,Yes
8185,No,Yes
8186,Yes,No
8187,Yes,No
8188,Yes,Yes
8189,Yes,No
8190,No,Yes
8191,Yes,No
8192,No,Yes
8193,No,Yes
8194,Yes,Yes
8195,No,No
8196,Yes,Yes
8197,Yes,Yes
8198,Yes,No
8199,No,Yes
8200,Yes,No
8201,No,Yes
8202,No,Yes
8203,Yes,No
8204,No,Yes
8205,Yes,No
8206,No,Yes
8207,No,No
8208,Yes,Yes
8209,Yes,No
8210,Yes,Yes
8211,Yes,Yes
8212,No,No
8213,No,No
8214,No,No
8215,Yes,Yes
8216,No,No
8217,No,No
8218,Yes,Yes
8219,No,Yes
8220,No,No
8221,Yes,No
8222,No,Yes
8223,Yes,No
8224,Yes,No
8225,No,Yes
8226,No,No
8227,Yes,No
8228,No,Yes
8229,No,No
8230,No,No
8231,No,No
8232,No,No
8233,No,Yes
8234,No,No
8235,Yes,Yes
8236,Yes,No
8237,Yes,No
8238,Yes,No
8239,Yes,No
8240,No,Yes
8241,No,Yes
8242,Yes,Yes
8243,Yes,No
8244,Yes,Yes
8245,No,Yes
8246,No,Yes
8247,Yes,Yes
8248,No,Yes
8249,Yes,Yes
8250,Yes,No
8251,Yes,No
8252,No,No
8253,No,No
8254,No,No
8255,Yes,No
8256,No,Yes
8257,No,Yes
8258,Yes,Yes
8259,No,No
8260,Yes,Yes
8261,No,No
8262,No,Yes
8263,No,Yes
8264,Yes,No
8265,Yes,Yes
8266,No,No
8267,No,No
8268,Yes,No
8269,Yes,Yes
8270,No,Yes
8271,No,Yes
8272,Yes,No
8273,Yes,No
8274,Yes,Yes
8275,Yes,Yes
8276,No,Yes
8277,No,Yes
8278,No,Yes
8279,No,No
8280,Yes,Yes
8281,Yes,Yes
8282,Yes,Yes
8283,No,Yes
8284,No,Yes
8285,No,Yes
8286,No,Yes
8287,Yes,Yes
8288,Yes,Yes
8289,Yes,Yes
8290,No,No
8291,Yes,No
8292,Yes,No
8293,Yes,No
8294,Yes,No
8295,Yes,No
8296,Yes,No
8297,No,Yes
8298,Yes,Yes
8299,Yes,No
8300,No,No
8301,No,No
8302,Yes,No
8303,Yes,Yes
8304,Yes,Yes
8305,No,Yes
8306,Yes,Yes
8307,No,No
8308,Yes,No
8309,Yes,No
8310,No,No
8311,No,Yes
8312,Yes,No
8313,Yes,Yes
8314,Yes,Yes
8315,Yes,Yes
8316,Yes,No
8317,No,Yes
8318,No,No
8319,No,No
8320,Yes,No
8321,No,No
8322,Yes,No
8323,Yes,No
8324,No,No
8325,Yes,No
8326,Yes,Yes
8327,Yes,Yes
8328,Yes,Yes
8329,Yes,No
8330,Yes,No
8331,Yes,No
8332,Yes,Yes
8333,Yes,No
8334,No,No
8335,No,Yes
8336,No,Yes
8337,No,Yes
8338,No,No
8339,No,No
8340,No,No
8341,No,Yes
8342,No,No
8343,No,No
8344,No,No
8345,No,No
8346,Yes,Yes
8347,No,Yes
8348,Yes,No
8349,No,Yes
8350,No,Yes
8351,No,Yes
8352,Yes,No
8353,Yes,No
8354,Yes,No
8355,Yes,No
8356,Yes,Yes
8357,No,Yes
8358,No,No
8359,No,Yes
8360,No,Yes
8361,Yes,No
8362,No,No
8363,Yes,No
8364,No,No
8365,No,Yes
8366,Yes,Yes
8367,No,No
8368,Yes,No
8369,No,No
8370,No,No
8371,Yes,No
8372,Yes,No
8373,No,Yes
8374,No,Yes
8375,Yes,No
8376,No,Yes
8377,Yes,No
8378,Yes,No
8379,Yes,Yes
8380,No,Yes
8381,No,Yes
8382,Yes,Yes
8383,No,No
8384,No,Yes
8385,Yes,No
8386,No,Yes
8387,No,No
8388,No,Yes
8389,No,Yes
8390,Yes,No
8391,Yes,Yes
8392,No,No
8393,No,No
8394,Yes,Yes
8395,No,Yes
8396,Yes,No
8397,No,No
8398,Yes,Yes
8399,No,No
8400,No,Yes
8401,Yes,No
8402,Yes,No
8403,No,No
8404,No,Yes
8405,Yes,Yes
8406,Yes,No
8407,No,No
8408,No,Yes
8409,No,Yes
8410,Yes,Yes
8411,Yes,No
8412,Yes,Yes
8413,No,No
8414,No,Yes
8415,No,Yes
8416,Yes,Yes
8417,No,Yes
8418,Yes,Yes
8419,No,Yes
8420,Yes,No
8421,Yes,No
8422,Yes,No
8423,Yes,No
8424,No,Yes
8425,Yes,Yes
8426,Yes,No
8427,No,No
8428,Yes,Yes
8429,Yes,Yes
8430,Yes,No
8431,No,No
8432,Yes,Yes
8433,Yes,No
8434,No,Yes
8435,Yes,Yes
8436,No,Yes
8437,Yes,Yes
8438,No,No
8439,Yes,No
8440,Yes,Yes
8441,Yes,Yes
8442,Yes,Yes
8443,Yes,Yes
8444,Yes,No
8445,No,Yes
8446,No,Yes
8447,Yes,No
8448,No,Yes
8449,No,No
8450,Yes,Yes
8451,Yes,Yes
8452,No,Yes
8453,No,No
8454,Yes,No
8455,No,No
8456,Yes,No
8457,No,No
8458,No,No
8459,Yes,Yes
8460,No,Yes
8461,Yes,No
8462,No,No
8463,No,No
8464,No,No
8465,No,No
8466,No,Yes
8467,Yes,Yes
8468,Yes,Yes
8469,No,No
8470,Yes,Yes
8471,No,No
8472,Yes,Yes
8473,No,No
8474,No,Yes
8475,Yes,No
8476,No,Yes
8477,No,No
8478,Yes,No
8479,No,Yes
8480,No,No
8481,No,No
8482,No,Yes
8483,Yes,No
8484,Yes,Yes
8485,No,Yes
8486,No,No
8487,Yes,Yes
8488,No,Yes
8489,Yes,No
8490,No,No
8491,No,No
8492,No,Yes
8493,No,Yes
8494,No,Yes
8495,No,Yes
8496,No,No
8497,Yes,Yes
8498,Yes,No
8499,Yes,Yes
8500,No,Yes
8501,No,No
8502,No,Yes
8503,No,No
8504,Yes,No
8505,Yes,Yes
8506,Yes,Yes
8507,Yes,No
8508,Yes,Yes
8509,Yes,Yes
8510,No,No
8511,No,No
8512,No,Yes
8513,Yes,Yes
8514,Yes,Yes
8515,Yes,Yes
8516,No,Yes
8517,No,Yes
8518,Yes,Yes
8519,Yes,Yes
8520,No,Yes
8521,Yes,No
8522,No,Yes
8523,No,Yes
8524,No,No
8525,Yes,Yes
8526,No,Yes
8527,No,Yes
8528,No,Yes
8529,No,Yes
8530,No,No
8531,No,No
8532,Yes,No
8533,No,No
8534,Yes,Yes
8535,No,Yes
8536,Yes,Yes
8537,Yes,Yes
8538,Yes,Yes
8539,Yes,No
8540,No,Yes
8541,Yes,Yes
8542,Yes,No
8543,Yes,No
8544,Yes,No
8545,Yes,Yes
8546,Yes,No
8547,Yes,No
8548,Yes,Yes
8549,Yes,No
8550,No,No
8551,Yes,Yes
8552,Yes,No
8553,Yes,Yes
8554,No,No
8555,No,Yes
8556,No,No
8557,Yes,No
8558,Yes,Yes
8559,Yes,Yes
8560,No,Yes
8561,No,Yes
8562,No,No
8563,No,No
8564,No,Yes
8565,No,No
8566,No,No
8567,Yes,Yes
8568,No,No
8569,No,Yes
8570,No,No
8571,Yes,Yes
8572,No,No
8573,No,Yes
8574,Yes,Yes
8575,Yes,Yes
8576,Yes,Yes
8577,No,No
8578,No,No
8579,Yes,Yes
8580,Yes,No
8581,No,No
8582,No,Yes
8583,Yes,Yes
8584,No,No
8585,No,Yes
8586,Yes,No
8587,Yes,No
8588,No,Yes
8589,Yes,No
8590,Yes,Yes
8591,No,Yes
8592,No,No
8593,No,Yes
8594,Yes,No
8595,No,No
8596,Yes,Yes
8597,Yes,No
8598,No,Yes
8599,Yes,Yes
8600,No,Yes
8601,No,Yes
8602,No,No
8603,Yes,No
8604,No,Yes
8605,Yes,No
8606,No,Yes
8607,Yes,Yes
8608,Yes,No
8609,Yes,No
8610,No,No
8611,No,Yes
8612,No,No
8613,Yes,Yes
8614,No,Yes
8615,Yes,Yes
8616,Yes,Yes
8617,Yes,No
8618,No,Yes
8619,No,No
8620,Yes,No
8621,No,No
8622,No,Yes
8623,No,No
8624,No,Yes
8625,No,No
8626,Yes,No
8627,No,No
8628,No,No
8629,Yes,No
8630,No,No
8631,Yes,No
8632,No,No
8633,No,No
8634,No,No
8635,No,Yes
8636,Yes,Yes
8637,No,Yes
8638,Yes,Yes
8639,No,No
8640,No,Yes
8641,No,Yes
8642,No,Yes
8643,No,No
8644,No,No
8645,No,Yes
8646,No,No
8647,Yes,Yes
8648,No,No
8649,Yes,Yes
8650,Yes,No
8651,No,Yes
8652,No,No
8653,Yes,No
8654,No,No
8655,Yes,No
8656,No,No
8657,Yes,Yes
8658,Yes,No
8659,No,Yes
8660,Yes,Yes
8661,No,No
8662,No,Yes
8663,No,Yes
8664,Yes,No
8665,Yes,Yes
8666,Yes,No
8667,No,No
8668,No,Yes
8669,No,Yes
8670,No,No
8671,Yes,Yes
8672,Yes,Yes
8673,No,Yes
8674,No,Yes
8675,Yes,Yes
8676,Yes,Yes
8677,No,Yes
8678,No,No
8679,Yes,No
8680,No,No
8681,Yes,Yes
8682,Yes,No
8683,Yes,Yes
8684,No,Yes
8685,No,Yes
8686,No,No
8687,No,Yes
8688,Yes,Yes
8689,Yes,Yes
8690,Yes,No
8691,Yes,No
8692,No,No
8693,No,Yes
8694,Yes,No
8695,Yes,Yes
8696,No,No
8697,Yes,Yes
8698,No,No
8699,No,Yes
8700,No,Yes
8701,Yes,Yes
8702,Yes,Yes
8703,Yes,No
8704,Yes,Yes
8705,Yes,No
8706,No,No
8707,Yes,No
8708,Yes,No
8709,Yes,Yes
8710,Yes,No
8711,Yes,No
8712,Yes,Yes
8713,Yes,Yes
8714,Yes,Yes
8715,No,Yes
8716,Yes,No
8717,Yes,No
8718,Yes,Yes
8719,Yes,Yes
8720,No,Yes
8721,Yes,Yes
8722,No,No
8723,Yes,No
8724,No,No
8725,No,Yes
8726,No,Yes
8727,Yes,Yes
8728,No,No
8729,No,Yes
8730,Yes,Yes
8731,Yes,No
8732,No,Yes
8733,Yes,Yes
8734,No,No
8735,Yes,No
8736,No,No
8737,Yes,Yes
8738,Yes,No
8739,Yes,Yes
8740,No,Yes
8741,No,Yes
8742,Yes,No
8743,No,No
8744,No,No
8745,Yes,Yes
8746,Yes,Yes
8747,No,No
8748,Yes,No
8749,Yes,No
8750,Yes,Yes
8751,Yes,Yes
8752,No,No
8753,Yes,No
8754,No,No
8755,Yes,Yes
8756,Yes,Yes
8757,No,Yes
8758,No,No
8759,No,Yes
8760,Yes,No
8761,Yes,Yes
8762,No,No
8763,No,No
8764,Yes,Yes
8765,Yes,Yes
8766,Yes,No
8767,No,Yes
8768,No,No
8769,No,No
8770,No,Yes
8771,Yes,No
8772,No,Yes
8773,No,Yes
8774,No,Yes
8775,Yes,Yes
8776,Yes,Yes
8777,No,No
8778,No,Yes
8779,Yes,Yes
8780,Yes,Yes
8781,Yes,Yes
8782,No,Yes
8783,Yes,No
8784,No,Yes
8785,No,Yes
8786,Yes,Yes
8787,No,Yes
8788,No,Yes
8789,No,Yes
8790,No,Yes
8791,No,No
8792,No,Yes
8793,No,No
8794,No,No
8795,Yes,No
8796,Yes,No
8797,No,No
8798,No,Yes
8799,Yes,No
8800,Yes,No
8801,No,Yes
8802,No,Yes
8803,Yes,Yes
8804,Yes,Yes
8805,No,No
8806,Yes,Yes
8807,Yes,Yes
8808,Yes,No
8809,Yes,Yes
8810,Yes,Yes
8811,Yes,No
8812,Yes,Yes
8813,No,No
8814,No,Yes
8815,No,No
8816,Yes,Yes
8817,No,No
8818,Yes,No
8819,No,No
8820,Yes,Yes
8821,No,Yes
8822,Yes,Yes
8823,No,Yes
8824,Yes,No
8825,No,No
8826,No,Yes
8827,Yes,Yes
8828,No,No
8829,Yes,Yes
8830,No,Yes
8831,Yes,No
8832,Yes,No
8833,No,Yes
8834,Yes,Yes
8835,No,No
8836,Yes,No
8837,No,No
8838,No,No
8839,No,Yes
8840,Yes,Yes
8841,Yes,Yes
8842,No,Yes
8843,Yes,No
8844,No,No
8845,Yes,No
8846,No,No
8847,Yes,Yes
8848,Yes,Yes
8849,No,Yes
8850,Yes,Yes
8851,Yes,No
8852,No,Yes
8853,No,No
8854,Yes,No
8855,Yes,No
8856,No,Yes
8857,Yes,Yes
8858,No,Yes
8859,No,No
8860,Yes,Yes
8861,No,No
8862,Yes,No
8863,No,No
8864,No,Yes
8865,No,Yes
8866,No,Yes
8867,No,Yes
8868,Yes,Yes
8869,Yes,Yes
8870,No,Yes
8871,Yes,Yes
8872,No,No
8873,No,Yes
8874,Yes,No
8875,Yes,Yes
8876,Yes,No
8877,No,No
8878,Yes,No
8879,Yes,No
8880,Yes,Yes
8881,Yes,Yes
8882,No,Yes
8883,Yes,Yes
8884,Yes,Yes
8885,No,Yes
8886,No,No
8887,No,Yes
8888,No,No
8889,No,No
8890,No,No
8891,No,Yes
8892,No,No
8893,No,Yes
8894,No,No
8895,No,No
8896,Yes,No
8897,No,Yes
8898,Yes,No
8899,Yes,No
8900,No,Yes
8901,No,No
8902,No,No
8903,No,No
8904,No,No
8905,No,Yes
8906,Yes,Yes
8907,Yes,Yes
8908,No,Yes
8909,Yes,No
8910,Yes,Yes
8911,No,No
8912,No,Yes
8913,Yes,Yes
8914,No,Yes
8915,No,No
8916,Yes,Yes
8917,No,No
8918,Yes,No
8919,Yes,Yes
8920,No,No
8921,Yes,Yes
8922,No,Yes
8923,Yes,Yes
8924,Yes,No
8925,No,No
8926,Yes,Yes
8927,Yes,Yes
8928,No,No
8929,No,Yes
8930,No,No
8931,Yes,Yes
8932,Yes,No
8933,No,No
8934,No,No
8935,No,No
8936,Yes,No
8937,Yes,Yes
8938,Yes,Yes
8939,Yes,Yes
8940,Yes,Yes
8941,Yes,No
8942,No,No
8943,Yes,Yes
8944,Yes,Yes
8945,Yes,No
8946,Yes,Yes
8947,No,No
8948,No,No
8949,Yes,No
8950,Yes,No
8951,Yes,Yes
8952,Yes,Yes
8953,Yes,Yes
8954,No,No
8955,Yes,Yes
8956,No,No
8957,No,No
8958,Yes,Yes
8959,No,No
8960,No,No
8961,Yes,Yes
8962,No,No
8963,Yes,Yes
8964,No,No
8965,No,No
8966,Yes,No
8967,Yes,Yes
8968,Yes,Yes
8969,Yes,No
8970,No,No
8971,Yes,No
8972,No,No
8973,No,No
8974,Yes,No
8975,Yes,No
8976,No,No
8977,Yes,No
8978,No,No
8979,Yes,No
8980,Yes,No
8981,Yes,Yes
8982,Yes,Yes
8983,Yes,No
8984,Yes,Yes
8985,No,No
8986,Yes,No
8987,No,Yes
8988,No,Yes
8989,No,Yes
8990,Yes,No
8991,Yes,No
8992,Yes,No
8993,No,No
8994,No,Yes
8995,No,No
8996,No,No
8997,No,No
8998,Yes,Yes
8999,Yes,Yes
9000,No,No
9001,No,Yes
9002,No,Yes
9003,No,No
9004,No,Yes
9005,Yes,Yes
9006,Yes,Yes
9007,No,No
9008,Yes,Yes
9009,Yes,Yes
9010,Yes,No
9011,No,Yes
9012,No,Yes
9013,Yes,No
9014,Yes,No
9015,Yes,Yes
9016,Yes,No
9017,No,Yes
9018,No,Yes
9019,No,Yes
9020,Yes,No
9021,Yes,No
9022,No,Yes
9023,Yes,No
9024,No,No
9025,No,Yes
9026,No,No
9027,Yes,No
9028,No,Yes
9029,No,No
9030,Yes,Yes
9031,No,Yes
9032,No,No
9033,Yes,Yes
9034,No,No
9035,No,Yes
9036,No,No
9037,No,No
9038,Yes,Yes
9039,Yes,Yes
9040,No,Yes
9041,Yes,Yes
9042,Yes,Yes
9043,Yes,Yes
9044,No,No
9045,No,Yes
9046,Yes,No
9047,No,Yes
9048,Yes,Yes
9049,No,No
9050,No,No
9051,No,Yes
9052,No,No
9053,No,Yes
9054,Yes,Yes
9055,No,No
9056,No,Yes
9057,No,No
9058,Yes,Yes
9059,Yes,No
9060,No,Yes
9061,No,Yes
9062,Yes,No
9063,No,Yes
9064,Yes,No
9065,Yes,Yes
9066,No,No
9067,No,Yes
9068,No,No
9069,Yes,No
9070,Yes,No
9071,Yes,No
9072,Yes,Yes
9073,No,No
9074,No,Yes
9075,No,Yes
9076,No,No
9077,No,No
9078,No,Yes
9079,No,No
9080,No,No
9081,No,Yes
9082,Yes,No
9083,Yes,No
9084,No,No
9085,No,Yes
9086,No,No
9087,Yes,Yes
9088,Yes,Yes
9089,No,No
9090,Yes,Yes
9091,No,Yes
9092,Yes,No
9093,No,No
9094,Yes,No
9095,Yes,No
9096,No,Yes
9097,No,Yes
9098,No,Yes
9099,Yes,No
9100,Yes,No
9101,Yes,Yes
9102,Yes,Yes
9103,No,Yes
9104,Yes,No
9105,No,Yes
9106,Yes,Yes
9107,No,Yes
9108,No,No
9109,Yes,No
9110,Yes,Yes
9111,No,Yes
9112,No,No
9113,Yes,No
9114,No,No
9115,No,No
9116,No,Yes
9117,No,No
9118,No,No
9119,Yes,No
9120,Yes,Yes
9121,No,No
9122,No,No
9123,No,Yes
9124,No,No
9125,Yes,No
9126,No,No
9127,No,Yes
9128,No,Yes
9129,No,No
9130,No,Yes
9131,Yes,No
9132,Yes,Yes
9133,Yes,No
9134,No,No
9135,Yes,No
9136,No,Yes
9137,Yes,No
9138,Yes,Yes
9139,Yes,No
9140,No,No
9141,No,Yes
9142,No,Yes
9143,Yes,Yes
9144,Yes,No
9145,No,No
9146,No,No
9147,No,Yes
9148,No,No
9149,Yes,Yes
9150,Yes,No
9151,No,No
9152,No,No
9153,No,Yes
9154,Yes,Yes
9155,Yes,Yes
9156,Yes,Yes
9157,Yes,No
9158,Yes,Yes
9159,No,No
9160,No,No
9161,No,Yes
9162,No,No
9163,No,Yes
9164,Yes,Yes
9165,Yes,No
9166,No,Yes
9167,Yes,Yes
9168,Yes,No
9169,No,Yes
9170,No,Yes
9171,No,Yes
9172,Yes,Yes
9173,Yes,No
9174,No,Yes
9175,No,No
9176,No,Yes
9177,Yes,Yes
9178,No,Yes
9179,No,No
9180,Yes,No
9181,Yes,No
9182,Yes,Yes
9183,Yes,No
9184,No,No
9185,No,No
9186,Yes,Yes
9187,Yes,No
9188,No,No
9189,No,Yes
9190,No,Yes
9191,Yes,No
9192,No,Yes
9193,Yes,No
9194,No,No
9195,No,Yes
9196,Yes,Yes
9197,No,No
9198,No,No
9199,No,No
9200,Yes,No
9201,Yes,Yes
9202,Yes,No
9203,Yes,No
9204,Yes,Yes
9205,No,No
9206,No,Yes
9207,Yes,No
9208,No,Yes
9209,No,No
9210,No,Yes
9211,Yes,No
9212,No,Yes
9213,Yes,No
9214,Yes,No
9215,Yes,No
9216,No,Yes
9217,Yes,Yes
9218,Yes,No
9219,No,No
9220,Yes,No
9221,No,No
9222,Yes,No
9223,No,No
9224,No,Yes
9225,No,No
9226,No,Yes
9227,No,Yes
9228,Yes,No
9229,Yes,No
9230,Yes,No
9231,Yes,No
9232,No,Yes
9233,No,No
9234,Yes,No
9235,Yes,Yes
9236,Yes,No
9237,No,Yes
9238,No,Yes
9239,No,No
9240,Yes,No
9241,Yes,No
9242,No,Yes
9243,Yes,No
9244,No,Yes
9245,Yes,Yes
9246,Yes,No
9247,Yes,Yes
9248,No,No
9249,Yes,No
9250,No,Yes
9251,Yes,No
9252,No,No
9253,Yes,No
9254,Yes,Yes
9255,Yes,Yes
9256,No,No
9257,No,Yes
9258,Yes,No
9259,Yes,Yes
9260,Yes,Yes
9261,Yes,No
9262,Yes,Yes
9263,No,Yes
9264,Yes,Yes
9265,Yes,No
9266,Yes,No
9267,No,No
9268,No,Yes
9269,Yes,No
9270,Yes,No
9271,No,No
9272,Yes,Yes
9273,No,Yes
9274,No,No
9275,No,No
9276,Yes,Yes
9277,Yes,No
9278,Yes,Yes
9279,Yes,No
9280,Yes,No
9281,Yes,No
9282,No,No
9283,No,Yes
9284,No,Yes
9285,Yes,Yes
9286,No,Yes
9287,No,No
9288,No,Yes
9289,Yes,Yes
9290,No,No
9291,No,Yes
9292,No,No
9293,Yes,Yes
9294,No,Yes
9295,No,Yes
9296,Yes,Yes
9297,No,Yes
9298,No,Yes
9299,Yes,Yes
9300,Yes,Yes
9301,Yes,Yes
9302,No,No
9303,Yes,Yes
9304,No,Yes
9305,No,Yes
9306,No,Yes
9307,Yes,No
9308,Yes,No
9309,No,Yes
9310,No,No
9311,Yes,Yes
9312,No,No
9313,No,Yes
9314,Yes,Yes
9315,No,No
9316,No,No
9317,Yes,No
9318,Yes,Yes
9319,Yes,Yes
9320,No,Yes
9321,No,No
9322,No,No
9323,No,No
9324,Yes,Yes
9325,No,No
9326,No,No
9327,Yes,No
9328,Yes,Yes
9329,No,Yes
9330,Yes,No
9331,No,Yes
9332,Yes,No
9333,Yes,No
9334,Yes,No
9335,Yes,No
9336,Yes,No
9337,No,No
9338,Yes,No
9339,Yes,No
9340,No,No
9341,No,Yes
9342,No,Yes
9343,Yes,Yes
9344,No,Yes
9345,No,No
9346,Yes,Yes
9347,Yes,No
9348,Yes,Yes
9349,Yes,No
9350,No,No
9351,Yes,Yes
9352,No,No
9353,No,Yes
9354,No,Yes
9355,Yes,Yes
9356,No,No
9357,No,No
9358,Yes,No
9359,Yes,Yes
9360,No,Yes
9361,Yes,Yes
9362,Yes,Yes
9363,Yes,Yes
9364,Yes,Yes
9365,No,Yes
9366,No,No
9367,Yes,Yes
9368,No,No
9369,No,Yes
9370,Yes,No
9371,Yes,No
9372,Yes,Yes
9373,Yes,No
9374,Yes,Yes
9375,No,Yes
9376,No,Yes
9377,No,No
9378,No,No
9379,No,No
9380,No,Yes
9381,Yes,Yes
9382,No,Yes
9383,Yes,No
9384,Yes,No
9385,No,No
9386,Yes,Yes
9387,Yes,Yes
9388,Yes,No
9389,No,Yes
9390,No,Yes
9391,No,Yes
9392,No,Yes
9393,No,Yes
9394,No,No
9395,Yes,Yes
9396,No,No
9397,Yes,Yes
9398,Yes,Yes
9399,Yes,No
9400,Yes,No
9401,No,Yes
9402,No,No
9403,Yes,No
