Train_No,Route_ID,Departure_Date,Arrival_Date,Departure_Time,Arrival_Time
10,346,2023-02-10,2023-03-28,19:42:27,21:36:52
7,968,2023-03-28,2023-11-02,21:47:18,23:44:56
14,91,2023-06-11,2023-04-24,11:07:56,01:37:31
18,250,2023-05-01,2023-12-26,20:57:33,01:48:54
4,180,2023-03-24,2023-04-27,17:30:51,12:17:26
10,275,2023-01-20,2023-10-07,10:32:45,06:42:39
9,563,2023-02-03,2023-12-28,17:49:11,18:48:09
7,338,2023-01-26,2023-01-15,05:34:39,04:39:26
14,953,2023-10-13,2023-10-07,23:15:47,13:37:37
13,522,2023-04-26,2023-10-08,15:24:13,02:30:27
11,274,2023-06-25,2023-06-15,05:57:47,20:56:39
12,337,2023-09-12,2023-03-13,10:50:57,08:50:03
4,761,2023-02-23,2023-05-08,22:02:04,12:27:53
4,867,2023-04-26,2023-08-18,03:04:40,15:30:02
4,102,2023-01-14,2023-10-21,00:28:38,03:05:53
5,204,2023-01-20,2023-09-12,16:42:02,18:59:30
6,393,2023-01-11,2023-08-20,13:51:21,17:16:36
16,336,2023-09-09,2023-10-03,04:49:22,04:40:33
10,3,2023-10-07,2023-12-14,15:25:56,22:19:10
8,492,2022-12-28,2023-05-28,22:55:08,06:00:09
2,844,2023-05-13,2023-10-03,01:33:37,19:22:56
9,748,2023-12-18,2023-12-13,04:47:24,05:20:08
19,825,2023-05-18,2023-05-10,01:45:18,13:31:36
11,893,2023-09-19,2023-03-09,03:00:15,10:14:09
16,975,2023-08-28,2023-03-14,12:38:30,01:49:09
18,996,2023-11-25,2023-02-10,08:55:54,21:30:44
2,847,2023-09-27,2023-02-20,05:30:45,09:45:35
10,282,2023-02-09,2023-09-12,01:07:05,23:58:33
4,576,2023-12-17,2023-04-28,13:30:46,21:36:21
16,552,2023-06-12,2023-03-14,03:48:45,14:00:37
17,527,2023-05-07,2023-12-03,11:00:40,02:01:14
18,13,2023-07-19,2023-08-21,07:42:52,00:03:16
16,90,2023-11-19,2023-06-14,10:27:45,18:04:43
8,801,2023-01-31,2023-07-13,08:34:30,13:39:22
4,914,2023-08-15,2023-08-07,16:37:05,09:11:10
12,917,2023-05-12,2023-08-07,11:21:38,19:25:22
19,156,2023-07-22,2023-02-20,22:10:05,03:11:59
3,344,2023-11-10,2023-03-06,23:44:40,07:38:20
12,49,2023-10-10,2023-01-03,07:11:14,16:05:56
17,782,2023-02-11,2023-04-17,06:07:10,22:51:48
18,936,2023-12-17,2023-10-25,06:54:11,07:32:36
5,641,2023-04-13,2023-11-24,13:36:04,06:43:59
13,394,2023-06-15,2023-09-17,05:55:07,06:09:06
8,851,2023-07-09,2023-10-03,18:25:32,18:24:09
11,883,2023-11-30,2023-03-29,14:47:42,05:30:07
11,504,2023-12-28,2023-08-12,14:41:24,19:35:25
5,104,2023-02-04,2023-12-13,07:22:17,21:42:58
19,723,2023-09-06,2023-01-03,06:11:31,01:27:08
5,547,2023-10-10,2023-07-31,05:09:32,13:41:13
11,411,2023-04-26,2023-06-09,13:55:22,06:44:43
18,728,2023-03-20,2023-03-23,09:00:23,01:21:55
17,539,2023-12-11,2023-06-01,10:58:00,23:28:17
19,955,2023-02-26,2023-09-26,06:06:06,08:44:41
15,509,2023-08-25,2023-08-29,22:18:49,18:11:20
19,783,2023-06-03,2023-08-22,16:12:13,18:35:11
9,707,2023-03-17,2023-11-18,09:17:03,16:44:55
3,666,2023-03-20,2023-11-03,19:03:48,11:29:02
8,666,2023-03-31,2023-09-30,11:01:12,16:42:01
12,865,2023-05-13,2023-01-10,20:27:13,13:24:20
12,999,2023-06-11,2023-08-11,00:25:12,14:31:00
6,377,2023-05-06,2023-08-18,10:04:11,14:06:46
2,908,2023-07-26,2023-08-20,15:02:03,01:26:29
20,654,2023-06-10,2023-11-30,00:30:09,12:55:05
15,751,2023-11-19,2023-07-21,08:30:03,17:17:00
16,962,2023-09-17,2023-11-21,14:47:12,00:39:33
20,388,2023-05-23,2023-12-27,16:32:27,17:28:38
2,994,2023-05-10,2023-08-09,18:40:14,09:29:09
20,122,2023-05-14,2023-11-11,14:41:41,13:25:02
12,631,2023-04-12,2023-08-27,03:42:20,14:02:34
8,531,2023-06-04,2023-04-21,19:06:21,02:38:36
17,423,2023-10-16,2023-01-23,12:09:47,21:11:49
8,144,2022-12-30,2023-10-28,16:27:28,18:02:41
19,275,2023-10-21,2023-04-10,13:40:28,21:41:10
4,823,2023-04-04,2023-11-06,17:32:23,00:54:51
15,63,2023-04-01,2022-12-28,00:40:28,13:16:34
12,628,2023-10-05,2023-01-17,02:05:20,22:09:58
10,879,2023-08-10,2023-12-03,06:11:58,05:09:58
15,118,2023-03-21,2023-08-29,14:31:43,01:39:47
3,890,2023-10-14,2023-05-10,01:00:33,07:49:41
15,345,2023-03-27,2023-12-26,16:59:09,12:20:20
14,582,2023-03-31,2023-04-02,13:44:54,12:53:33
18,669,2023-12-27,2023-09-17,02:55:48,09:41:29
15,330,2023-05-23,2023-08-18,08:47:55,17:13:56
2,361,2023-03-02,2023-07-04,05:19:13,02:36:32
2,443,2023-05-05,2023-06-12,08:43:41,06:11:51
19,889,2023-07-28,2023-05-29,03:53:15,22:11:35
12,767,2023-12-06,2023-12-12,06:06:00,07:37:46
14,3,2023-09-02,2023-09-18,07:09:59,23:46:09
12,662,2023-07-21,2023-08-13,14:31:49,06:04:44
16,650,2023-08-16,2023-03-23,18:37:48,13:21:06
6,484,2023-10-29,2023-07-17,12:42:18,09:33:43
7,905,2023-10-07,2023-02-16,09:24:34,23:41:59
1,924,2023-12-07,2023-12-25,04:05:36,01:43:26
2,415,2023-06-02,2023-01-15,20:48:48,12:54:20
4,939,2023-05-05,2023-03-17,12:24:59,09:59:44
16,217,2023-08-17,2023-04-10,03:26:16,19:44:39
17,161,2023-05-20,2023-02-22,09:44:39,15:50:20
2,480,2023-12-18,2023-09-19,21:39:07,02:00:01
7,141,2023-06-06,2023-09-07,17:17:57,16:57:27
1,760,2023-07-30,2023-03-29,17:31:25,01:37:40
7,812,2023-03-09,2023-06-17,14:44:07,15:16:15
15,512,2023-12-06,2023-01-20,03:26:04,16:56:15
20,955,2023-09-06,2023-02-04,07:36:10,09:12:59
2,610,2023-08-22,2023-04-11,13:50:46,18:26:02
6,229,2023-12-28,2023-08-02,20:26:58,16:34:28
20,502,2023-04-24,2023-04-02,10:39:14,18:29:05
9,713,2023-08-19,2023-08-27,18:19:44,10:07:46
10,59,2023-05-19,2023-02-07,03:11:11,19:24:17
6,428,2023-12-24,2023-09-24,14:11:20,14:23:21
8,491,2023-06-13,2023-12-19,06:36:12,17:33:16
3,268,2023-12-09,2023-02-03,09:17:10,12:23:15
10,992,2023-08-08,2023-10-24,05:41:51,04:30:13
4,950,2023-03-12,2023-01-26,13:10:35,10:17:23
10,515,2023-12-16,2023-11-04,14:13:15,16:20:37
6,501,2023-11-27,2023-01-08,19:02:30,17:48:27
15,203,2023-03-10,2023-02-28,08:47:54,03:07:08
5,493,2023-03-22,2023-04-03,17:53:20,06:44:56
14,536,2023-01-16,2023-12-27,07:14:49,16:14:26
13,855,2023-09-07,2023-06-25,20:47:48,15:20:06
14,451,2023-07-02,2023-09-20,07:49:40,19:47:40
16,876,2023-11-22,2023-04-13,04:57:20,10:29:24
13,774,2023-09-06,2023-03-30,12:39:48,10:27:06
4,77,2023-06-07,2023-05-03,08:47:22,12:01:31
1,3,2023-08-09,2023-11-25,15:58:08,20:46:12
5,785,2023-04-17,2023-04-22,10:18:15,02:36:50
4,114,2023-10-12,2023-11-15,16:51:19,19:40:58
2,245,2023-05-15,2023-06-28,14:30:49,02:59:04
7,727,2023-07-18,2023-09-20,23:03:16,18:04:04
13,682,2023-12-21,2023-10-10,05:40:43,13:02:12
11,650,2023-10-28,2023-04-23,08:29:49,14:51:13
11,530,2023-12-14,2023-04-13,03:34:45,23:25:00
19,113,2023-07-14,2023-09-09,06:32:00,16:15:23
19,389,2023-12-14,2023-08-03,19:44:45,13:41:34
20,442,2023-04-11,2023-07-10,08:46:31,05:19:50
19,156,2023-10-15,2023-04-24,14:02:06,14:23:55
7,799,2023-05-24,2023-08-25,21:23:54,18:01:20
10,338,2023-07-06,2023-11-17,01:49:29,05:22:03
2,457,2023-04-11,2023-02-22,14:03:47,03:36:05
15,646,2023-07-01,2023-05-15,17:31:30,03:28:55
4,617,2023-08-02,2023-12-18,15:22:50,22:23:41
12,386,2023-04-01,2023-06-12,21:59:29,18:42:51
13,677,2023-04-26,2023-05-06,00:35:03,13:20:39
1,518,2023-08-11,2023-12-11,21:02:13,21:27:02
10,23,2023-07-11,2023-08-30,05:37:27,00:34:53
17,44,2023-08-14,2023-04-14,16:35:30,11:31:12
5,309,2023-08-22,2023-11-09,05:10:20,05:05:40
10,931,2023-05-30,2023-08-05,03:45:03,05:47:34
11,34,2023-10-18,2023-11-30,09:54:08,08:07:30
3,288,2023-04-12,2023-06-16,22:53:39,01:18:38
18,22,2023-02-11,2023-11-11,09:03:36,23:53:28
13,834,2023-10-06,2023-02-14,22:34:54,04:03:28
1,222,2023-12-23,2023-06-06,23:20:00,02:58:11
6,649,2023-11-29,2023-09-21,08:10:14,14:41:10
7,111,2023-03-12,2023-06-28,17:20:21,10:33:47
14,329,2023-10-21,2023-04-26,21:30:13,14:31:02
14,118,2023-09-02,2023-10-21,18:39:37,18:56:03
12,826,2023-02-22,2023-05-27,00:59:23,18:27:20
1,721,2023-01-13,2023-07-11,04:04:52,10:43:06
20,947,2023-11-29,2023-03-14,21:12:10,06:05:11
1,399,2023-11-29,2023-09-10,06:37:17,04:20:36
20,204,2023-07-18,2023-03-08,10:32:17,10:51:38
10,483,2023-10-17,2023-03-09,02:15:04,18:21:54
6,982,2023-12-20,2023-09-02,02:02:27,20:02:25
16,156,2023-05-20,2023-06-27,02:16:00,21:16:53
9,295,2023-03-04,2023-07-15,02:48:01,16:23:19
1,230,2023-09-17,2023-03-30,21:43:50,16:00:12
15,445,2023-10-06,2023-11-29,01:56:46,18:17:23
4,444,2023-02-17,2023-09-10,21:19:29,07:57:23
20,82,2023-11-12,2023-08-29,11:52:04,23:52:48
2,296,2023-08-30,2023-07-24,14:02:59,03:03:01
15,280,2023-10-10,2023-12-05,17:22:13,07:33:47
1,6,2023-11-11,2023-12-14,12:34:42,03:14:19
10,181,2023-01-24,2023-05-17,03:15:22,02:26:35
6,902,2023-03-21,2023-10-08,15:17:38,14:40:23
8,456,2023-02-03,2023-03-29,07:53:39,01:33:31
13,890,2023-03-01,2023-05-25,01:49:06,19:07:11
5,619,2023-08-15,2023-02-26,00:52:52,22:32:56
3,923,2023-09-24,2023-08-29,14:58:43,14:39:40
7,966,2023-03-11,2023-05-13,18:32:50,09:13:10
15,177,2023-04-29,2023-01-27,09:53:38,20:32:21
19,87,2023-01-07,2023-05-19,22:58:13,23:25:47
13,78,2023-02-25,2023-04-16,04:26:34,08:31:22
8,545,2023-06-19,2023-12-11,08:50:08,14:34:27
11,324,2022-12-29,2023-07-01,23:00:23,15:39:45
14,475,2023-04-18,2023-03-05,11:08:16,11:03:24
4,418,2022-12-28,2023-03-25,11:41:47,21:51:25
6,581,2023-03-18,2023-02-23,07:04:54,19:45:55
19,23,2023-08-09,2022-12-28,05:38:28,09:09:27
16,937,2023-11-02,2023-01-26,23:19:35,19:05:51
4,250,2023-06-10,2023-10-28,18:24:53,10:51:18
14,943,2023-05-01,2023-06-28,06:10:32,15:28:18
7,832,2023-08-10,2023-11-12,07:31:55,08:49:20
20,522,2023-09-18,2023-06-18,05:52:14,13:38:16
12,240,2023-06-29,2023-04-14,22:58:33,15:07:19
17,108,2023-06-14,2023-12-23,22:59:16,18:52:30
13,335,2023-07-06,2023-11-02,20:35:24,21:51:58
7,691,2023-11-24,2023-12-05,17:41:03,08:28:40
15,636,2023-01-15,2023-03-08,19:52:46,23:34:47
3,529,2023-02-24,2023-11-12,10:16:45,07:11:12
4,486,2023-12-05,2023-07-05,16:01:23,04:46:13
16,660,2023-02-13,2023-04-30,03:22:25,11:20:37
18,258,2023-04-07,2023-06-28,07:40:20,08:22:40
2,381,2023-03-15,2023-06-26,15:05:15,00:50:45
9,112,2023-06-17,2023-06-19,04:38:58,22:23:10
13,41,2023-07-10,2023-03-03,00:56:40,10:49:49
15,784,2023-12-25,2023-05-05,13:33:32,23:24:25
2,723,2023-09-25,2023-02-03,02:20:19,00:00:03
19,533,2023-02-05,2023-06-16,15:59:00,04:05:43
1,678,2023-10-08,2023-08-29,19:23:41,14:24:25
10,423,2023-05-23,2023-01-01,20:54:37,03:19:58
1,302,2023-11-21,2023-06-02,18:38:12,15:22:36
12,467,2023-12-27,2023-04-03,18:42:00,08:03:52
5,893,2023-10-02,2023-06-12,16:27:02,10:32:51
17,153,2023-03-23,2023-03-07,15:17:17,05:47:45
8,355,2023-04-16,2023-06-06,18:10:48,23:14:07
20,170,2023-01-16,2023-01-02,03:55:05,10:10:53
11,446,2023-11-28,2023-01-06,00:12:51,03:43:48
3,319,2023-11-19,2023-06-19,23:27:16,19:59:14
14,845,2023-01-29,2023-06-18,11:03:09,11:53:14
15,624,2023-09-27,2023-02-11,23:15:28,20:03:42
1,7,2023-09-29,2023-09-12,16:40:18,12:08:07
2,248,2023-02-09,2023-11-13,06:36:23,21:03:46
4,836,2023-11-29,2023-08-02,00:42:16,05:05:20
3,286,2023-07-11,2023-04-11,21:10:11,19:00:01
16,116,2023-04-13,2023-10-28,09:50:05,07:16:42
14,399,2023-11-04,2023-04-13,09:39:14,15:01:30
5,532,2023-01-20,2023-11-02,13:20:11,16:49:34
17,862,2023-09-09,2023-12-28,06:33:16,10:48:30
19,736,2023-07-09,2023-06-04,01:06:47,19:49:41
14,436,2023-02-18,2023-07-28,08:22:45,01:24:53
14,861,2023-04-07,2023-08-23,12:12:59,01:09:12
19,84,2023-10-12,2023-08-16,10:11:55,08:16:26
11,477,2023-07-26,2023-08-05,21:35:20,23:32:15
2,710,2023-07-22,2023-04-04,05:00:16,18:48:51
4,629,2023-02-06,2023-06-19,16:55:22,08:49:50
18,688,2023-07-11,2023-04-07,12:34:02,02:00:44
8,871,2023-12-05,2023-10-08,07:08:30,05:05:54
13,849,2023-07-06,2023-12-04,22:56:35,15:55:39
2,577,2023-10-19,2023-07-17,09:51:50,01:04:21
10,942,2023-06-21,2023-08-13,08:34:19,03:07:00
6,393,2023-03-27,2023-02-11,17:09:34,18:50:41
4,829,2023-10-26,2023-07-19,19:38:57,03:19:59
16,411,2023-02-28,2023-06-27,20:32:18,22:19:52
1,445,2023-09-01,2023-09-19,19:04:00,15:03:27
7,906,2023-12-01,2023-08-20,14:37:41,22:20:34
9,795,2023-10-02,2023-10-16,01:37:25,14:12:56
17,44,2023-07-01,2023-06-23,14:15:55,07:40:38
1,695,2023-01-04,2023-05-02,10:41:34,03:03:20
7,831,2023-03-14,2023-08-01,19:29:44,10:29:12
7,705,2023-07-18,2023-08-31,12:37:07,18:24:39
10,770,2023-06-05,2023-07-19,00:50:24,01:14:02
13,191,2023-04-07,2023-11-03,09:41:45,17:48:03
8,799,2023-06-01,2023-09-20,10:22:05,15:18:46
14,917,2023-02-25,2023-06-08,02:40:34,02:52:17
6,392,2023-08-25,2023-08-02,04:53:15,03:37:58
17,425,2023-05-19,2023-03-31,03:48:22,02:16:38
12,890,2023-09-15,2023-06-18,10:26:18,08:21:07
6,912,2023-03-25,2023-06-28,09:47:27,11:21:00
15,19,2023-07-12,2023-09-06,05:38:19,08:57:21
12,670,2023-10-17,2023-04-15,03:01:53,16:32:52
20,73,2023-12-27,2023-05-27,13:03:39,15:35:51
4,109,2023-01-05,2022-12-31,16:03:45,16:34:30
10,499,2023-04-25,2023-08-27,18:08:14,07:04:19
11,588,2023-01-20,2023-07-29,19:56:06,16:02:24
17,35,2023-09-05,2022-12-31,12:29:40,02:26:53
17,338,2023-03-08,2023-07-14,23:48:58,10:38:05
13,816,2023-08-22,2023-01-21,01:30:04,19:55:38
9,652,2023-08-24,2023-08-20,07:36:31,19:30:39
3,552,2023-03-31,2023-11-25,02:31:32,14:54:39
20,759,2023-10-29,2023-04-12,00:08:55,08:41:22
4,400,2023-02-10,2023-08-19,16:01:53,15:06:28
9,560,2023-09-18,2023-05-11,10:45:37,01:39:57
12,328,2023-03-09,2023-10-08,15:39:57,07:49:25
16,238,2023-10-02,2023-06-15,09:33:49,07:34:54
16,478,2023-09-22,2023-11-08,12:47:37,19:42:28
4,352,2022-12-30,2023-05-15,23:52:13,11:00:56
9,919,2023-11-30,2023-10-21,06:38:20,12:49:52
7,726,2023-11-01,2023-12-18,00:12:53,05:22:29
1,718,2023-07-12,2023-01-29,16:08:40,15:01:03
1,507,2023-12-18,2023-04-01,15:26:56,21:52:34
1,516,2023-09-04,2023-09-02,22:38:11,16:11:42
7,29,2023-03-17,2023-11-25,03:04:06,14:02:25
12,730,2023-05-11,2023-02-17,03:29:31,19:00:02
11,327,2023-05-23,2023-01-31,15:36:37,07:04:33
17,865,2023-12-08,2023-09-25,21:23:27,00:54:52
8,464,2023-05-16,2023-04-24,00:17:21,08:35:29
8,351,2023-06-12,2023-05-07,12:26:52,23:16:43
3,964,2023-05-17,2023-10-26,18:49:13,20:52:03
5,600,2023-04-04,2023-01-17,12:26:57,23:13:53
20,659,2023-01-06,2023-06-03,18:05:20,19:48:58
8,152,2023-09-16,2023-03-13,18:02:44,16:35:18
15,92,2023-07-03,2023-12-24,03:53:24,23:01:22
20,205,2023-04-24,2023-05-02,09:10:29,20:31:41
12,399,2023-09-28,2023-10-31,15:05:13,17:19:22
19,817,2023-10-03,2023-06-08,08:11:05,22:50:57
6,79,2023-03-20,2023-04-23,17:23:49,01:17:45
12,682,2023-06-01,2023-01-23,17:55:19,10:27:42
7,747,2023-01-26,2023-11-13,18:36:46,13:29:53
16,139,2022-12-28,2023-04-26,10:05:45,21:04:57
5,582,2023-05-28,2023-04-28,20:14:49,19:50:47
11,276,2023-02-19,2023-02-19,15:31:27,11:29:18
4,182,2023-07-17,2023-05-06,18:01:55,01:30:03
20,863,2023-07-29,2023-02-26,08:53:08,13:36:36
9,18,2023-05-16,2023-05-25,05:18:46,20:36:46
6,913,2023-11-10,2023-04-02,06:07:58,10:16:42
5,963,2023-12-07,2023-05-15,11:47:24,20:51:24
19,506,2023-10-26,2023-08-23,23:56:16,18:52:28
14,191,2023-10-13,2023-01-08,23:16:58,10:05:53
5,41,2023-12-08,2023-03-12,21:12:57,04:18:12
18,407,2023-04-25,2023-05-24,22:03:05,02:29:19
15,933,2023-10-02,2023-09-19,22:24:54,23:45:14
1,181,2023-10-31,2023-06-19,06:18:47,22:55:50
20,124,2023-04-16,2023-01-06,06:01:20,12:50:16
13,187,2023-04-16,2023-07-28,02:29:25,05:50:20
6,805,2023-01-18,2023-05-30,13:17:06,19:57:27
6,877,2023-11-03,2023-03-11,01:47:02,16:10:06
1,353,2023-09-18,2023-10-23,04:38:36,13:45:33
2,801,2023-06-06,2023-08-01,19:12:18,08:46:13
10,794,2023-04-02,2023-12-13,07:38:03,16:34:48
2,633,2023-12-03,2023-03-09,08:00:15,23:10:10
4,908,2023-03-14,2023-04-19,07:08:19,13:06:06
12,984,2023-09-16,2023-06-20,13:24:49,01:44:33
19,98,2023-06-30,2023-02-11,07:30:12,23:51:18
20,443,2023-03-10,2023-04-06,22:16:44,02:24:48
4,913,2023-12-14,2023-08-24,16:56:54,05:33:17
3,385,2023-04-17,2023-03-13,11:42:34,09:31:07
2,788,2023-01-14,2023-09-06,09:02:02,04:46:45
12,358,2023-06-06,2023-08-25,04:52:29,04:32:18
16,814,2023-12-18,2023-11-14,12:13:42,12:47:58
16,409,2023-08-17,2023-10-23,05:18:58,02:45:13
7,795,2023-10-16,2023-01-27,07:31:46,16:51:00
10,581,2023-03-01,2023-04-18,04:30:40,13:35:04
17,903,2023-03-02,2023-05-11,18:11:21,06:38:52
1,916,2023-06-20,2023-06-21,14:15:48,03:00:38
3,117,2023-03-16,2023-03-11,04:45:54,15:28:57
8,553,2023-01-10,2023-06-26,18:36:47,22:47:49
4,863,2023-08-28,2023-01-01,22:11:22,04:17:57
16,82,2023-09-12,2023-11-04,00:02:17,01:40:25
13,342,2023-04-16,2023-09-13,20:31:06,05:48:56
3,876,2023-01-11,2023-11-12,15:49:54,19:16:22
12,918,2023-09-07,2023-10-10,21:54:27,09:46:37
7,138,2023-11-09,2023-09-29,18:15:27,16:20:37
16,154,2023-08-25,2023-11-29,20:32:58,17:36:50
17,851,2023-09-11,2023-02-28,03:52:25,07:02:26
14,403,2023-11-08,2023-10-14,15:51:06,09:29:58
14,915,2023-11-03,2023-01-09,00:03:48,02:47:34
10,893,2023-03-08,2023-01-28,19:21:24,02:22:13
2,849,2023-04-24,2023-02-07,09:20:47,18:42:45
3,447,2023-12-22,2023-02-02,15:13:58,14:27:28
20,209,2023-03-01,2023-04-02,00:07:23,08:02:51
20,195,2023-09-29,2023-04-16,18:16:52,08:41:15
18,353,2022-12-29,2023-05-17,03:33:35,17:17:23
4,775,2023-05-30,2023-05-09,04:51:23,10:55:36
5,222,2023-10-30,2022-12-28,01:28:00,06:19:48
1,619,2023-12-24,2023-05-05,15:33:16,11:02:35
17,970,2023-01-28,2023-08-10,11:23:11,00:10:27
11,389,2023-11-23,2023-05-15,09:42:12,22:06:36
10,502,2023-02-25,2023-03-19,13:11:11,13:54:55
20,930,2023-05-03,2023-05-03,01:38:33,06:08:18
16,207,2023-03-02,2023-07-19,21:51:17,03:31:58
6,46,2023-04-20,2023-04-07,22:44:59,11:57:50
17,833,2023-11-17,2023-11-24,11:02:40,09:24:47
2,400,2023-03-01,2023-01-09,01:43:27,20:38:44
8,939,2023-09-25,2023-01-06,22:28:44,20:04:19
9,603,2023-05-10,2023-04-10,15:32:56,13:03:46
15,111,2023-07-23,2023-12-22,14:32:28,21:38:46
13,109,2023-05-30,2023-03-25,07:16:43,02:34:18
8,780,2023-11-09,2023-12-27,12:00:36,19:28:11
5,366,2023-06-21,2023-03-12,20:36:22,18:09:45
17,673,2023-11-16,2023-04-05,22:35:29,20:18:40
11,868,2023-05-01,2023-10-28,09:02:49,17:32:27
15,4,2023-11-27,2023-03-22,18:45:27,23:53:29
1,177,2023-07-17,2023-01-28,11:55:51,11:22:52
13,63,2023-05-06,2023-09-15,06:28:58,19:59:14
6,959,2023-04-20,2023-08-10,17:29:40,20:59:30
2,270,2023-04-18,2023-11-25,18:23:01,16:34:39
7,352,2023-05-17,2023-01-02,22:58:48,15:02:52
7,829,2023-08-02,2023-01-13,21:27:46,12:17:51
15,203,2023-11-26,2023-08-02,10:14:06,14:06:58
3,175,2023-06-25,2023-10-17,09:56:08,14:16:14
14,464,2023-07-20,2023-11-20,14:58:07,08:32:00
10,667,2023-09-19,2023-12-20,20:45:58,01:18:07
1,345,2023-09-27,2023-01-22,16:25:06,07:07:00
9,135,2023-05-16,2023-05-10,12:50:37,21:30:13
4,133,2023-06-20,2023-04-30,22:39:06,08:06:54
2,661,2023-05-30,2023-09-25,08:55:49,01:19:04
2,679,2023-12-26,2023-07-02,07:23:27,12:37:58
10,693,2023-09-30,2023-11-18,09:32:43,08:18:42
16,258,2023-06-27,2023-02-10,08:33:57,00:24:20
1,254,2023-03-25,2023-12-18,21:47:57,00:08:56
20,11,2023-11-16,2023-02-26,02:36:23,06:33:04
16,839,2023-09-21,2023-12-14,23:16:53,04:23:45
10,312,2023-07-27,2023-09-04,14:53:53,03:55:38
6,486,2023-11-03,2023-04-29,21:58:33,16:15:23
13,802,2023-10-27,2023-06-03,20:55:35,05:37:20
15,69,2023-01-04,2023-06-02,16:18:20,13:02:10
13,988,2023-07-17,2023-05-27,10:40:08,16:14:35
5,60,2023-02-26,2023-09-02,10:00:40,09:37:37
14,136,2023-11-29,2023-03-22,22:18:08,10:06:39
8,578,2023-11-14,2023-04-12,11:33:01,10:21:17
16,873,2023-12-02,2022-12-31,09:30:43,12:21:55
7,39,2023-11-05,2023-07-05,16:21:05,01:30:50
7,996,2023-02-08,2023-03-18,05:17:58,08:20:55
15,989,2023-07-05,2023-08-11,13:52:27,17:40:26
11,643,2023-03-07,2023-04-20,10:32:11,12:06:07
8,970,2023-12-01,2023-06-14,01:44:28,15:25:53
14,207,2023-05-09,2023-02-26,10:56:56,18:55:52
9,55,2023-01-21,2023-11-11,19:11:37,05:50:36
3,967,2023-08-13,2023-11-09,10:13:23,08:49:20
13,286,2023-01-15,2023-01-18,17:01:35,06:38:47
14,674,2023-09-15,2023-08-11,22:10:07,12:48:10
16,429,2023-04-26,2023-06-07,17:47:36,05:19:20
12,147,2023-09-30,2023-12-12,08:16:49,20:06:21
20,707,2023-01-18,2023-10-28,20:21:31,09:36:12
16,210,2023-09-28,2023-03-15,10:23:23,07:04:57
20,740,2023-09-05,2023-09-24,01:35:06,10:39:00
17,664,2023-01-01,2023-08-03,16:08:47,14:42:20
1,589,2023-12-25,2023-08-30,12:47:32,06:01:37
10,587,2023-08-28,2023-09-14,15:11:51,23:53:53
10,21,2023-03-18,2023-04-05,02:53:22,11:21:18
6,642,2023-06-13,2023-05-28,08:28:29,14:09:52
18,826,2023-04-28,2023-12-17,17:36:28,02:59:24
4,219,2023-01-15,2023-12-11,20:56:07,13:41:53
20,964,2023-02-21,2023-04-16,23:19:49,05:32:05
19,655,2023-05-30,2023-03-27,16:40:18,19:27:53
11,579,2023-01-07,2023-11-06,02:24:59,07:41:43
9,597,2023-07-02,2023-02-02,16:39:42,19:32:40
7,574,2023-05-12,2023-12-26,01:15:53,14:51:59
10,916,2023-05-30,2023-04-22,08:23:36,19:24:57
6,452,2023-08-22,2023-01-09,23:50:28,10:20:11
15,521,2023-05-03,2023-10-20,16:59:27,06:48:44
3,141,2023-12-24,2023-01-12,11:45:10,01:45:38
6,182,2023-04-16,2023-01-27,01:51:27,21:32:23
1,664,2023-10-08,2023-09-25,08:39:04,22:40:14
7,558,2023-04-19,2023-02-23,22:41:30,09:27:37
19,522,2023-05-04,2023-04-18,07:31:22,23:12:38
14,56,2023-02-26,2023-09-11,02:42:19,16:57:51
14,716,2023-08-29,2023-05-06,07:06:41,02:15:17
9,209,2023-05-14,2023-03-23,01:23:50,09:48:15
2,362,2023-08-17,2023-07-12,00:07:33,10:36:18
3,564,2023-09-22,2023-01-24,13:46:17,10:27:04
17,926,2023-11-08,2023-08-10,06:59:25,07:59:50
14,239,2023-03-27,2023-03-06,11:30:30,07:28:28
2,397,2023-12-08,2023-01-14,02:24:44,22:50:56
11,970,2023-08-06,2023-10-14,06:25:42,06:42:29
14,947,2023-04-14,2023-09-17,23:14:01,18:00:06
17,773,2023-08-19,2023-01-03,14:52:43,14:53:58
2,849,2023-04-02,2023-04-15,16:50:49,09:52:07
1,576,2023-07-21,2023-12-11,23:08:48,08:53:33
4,480,2023-08-03,2023-05-23,07:19:07,21:05:14
17,69,2023-04-09,2023-01-15,05:15:03,13:35:10
11,103,2023-01-18,2023-07-23,09:47:22,02:23:58
5,900,2023-09-14,2023-12-19,12:36:27,17:12:41
10,607,2023-02-27,2023-05-22,15:20:49,07:20:00
12,947,2023-10-11,2023-09-16,14:51:59,16:19:12
4,482,2023-12-02,2023-12-12,04:31:31,22:13:04
18,995,2023-11-12,2023-10-04,19:05:45,17:41:12
6,133,2023-03-13,2023-11-22,01:25:52,15:01:41
17,146,2023-10-13,2023-09-23,10:41:01,13:39:07
17,662,2023-02-01,2023-07-27,07:51:08,10:12:21
7,102,2023-07-18,2023-03-22,01:14:11,15:41:08
1,465,2023-05-04,2023-08-01,06:09:04,08:11:07
9,250,2023-05-23,2023-03-29,20:20:14,13:02:44
6,406,2023-08-07,2023-09-01,04:54:08,06:23:18
2,178,2023-11-27,2023-02-10,20:43:43,20:53:18
